Q_1,063,015m,16.2507,16.2509,16.251,16.2512,16.2512,16.2513,16.2514,16.2515,16.2519,16.2521
Q_1,063,030m,27.2511,27.2517,27.2522,27.2532,27.2554,27.2558,27.2562,27.2565,27.2568,27.2574
Q_1,063,045m,34.2074,34.2123,34.2159,34.218,34.2194,34.2244,34.2264,34.2277,34.2296,34.2337
Q_1,063,060m,39.4005,39.4432,39.4541,39.4702,39.4743,39.4748,39.4756,39.4851,39.4917,39.4967
Q_1,063,090m,46.699,46.9796,46.9941,47.0122,47.0493,47.0667,47.0941,47.168,47.2185,47.2244
Q_1,063,120m,52.4086,52.4756,52.572,52.6842,52.8408,53.0151,53.0393,53.0454,53.1,53.1005
Q_1,063,180m,59.8008,59.8103,60.2056,60.4054,60.4842,60.6137,60.8316,61.0174,61.5509,61.9097
Q_1,063,270m,66.6879,66.9506,67.9311,68.014,68.0245,68.5966,68.6147,68.8118,69.2174,69.931
Q_1,063,360m,67.7774,68.0137,70.2045,71.1802,71.9984,72.0585,72.3591,72.5771,74.6187,75.7132
Q_1,063,540m,61.8846,65.6324,68.2525,71.5588,71.6853,73.6189,74.1912,76.603,78.9099,85.5911
Q_1,063,720m,57.0776,62.2083,66.8517,67.2482,67.7347,68.3663,76.6243,81.0845,82.7078,91.3044
Q_1,063,1080m,40.7615,43.6876,46.0717,51.1597,58.2964,62.1486,63.1221,72.2609,75.6369,78.0053
Q_1,063,1440m,38.9743,46.356,47.4576,50.9679,54.1159,58.7008,60.9626,61.1353,76.1021,82.9107
Q_1,001,015m,74.0626,74.0648,74.0672,74.0676,74.0707,74.0721,74.075,74.076,74.0762,74.077
Q_1,001,030m,122.0064,122.0644,122.0926,122.0941,122.1107,122.1258,122.1435,122.1446,122.1467,122.1741
Q_1,001,045m,156.7737,156.8892,156.9096,156.9443,156.9445,156.9852,157.0132,157.1044,157.1951,157.1978
Q_1,001,060m,184.7294,184.9803,185.0341,185.0413,185.0446,185.1589,185.3511,185.4286,185.5252,185.5803
Q_1,001,090m,225.4493,226.9732,227.0131,227.4003,227.6994,227.7273,228.5498,228.7182,229.0658,229.1444
Q_1,001,120m,258.1347,258.2563,258.8637,258.8685,259.6917,259.8092,259.8264,260.1154,260.6153,262.023
Q_1,001,180m,306.8327,307.0506,307.1275,307.4093,307.6689,307.7668,307.7938,309.3077,311.88,314.4474
Q_1,001,270m,318.3899,329.5395,332.1648,344.2693,354.5915,360.0928,360.4652,362.2265,363.1213,374.9287
Q_1,001,360m,310.6103,324.6973,334.7684,340.1495,354.7249,359.6237,365.0958,369.3597,371.1294,415.3812
Q_1,001,540m,253.8567,263.802,271.4369,275.873,283.6927,300.4029,316.813,319.3264,336.5405,362.0124
Q_1,001,720m,246.0844,254.3451,262.0792,296.4627,297.727,301.8841,341.6219,355.0335,400.7046,412.2549
Q_1,001,1080m,217.9019,236.0364,245.6838,270.4405,287.8909,289.3719,290.9556,314.4348,358.4717,368.0788
Q_1,001,1440m,193.014,212.5639,228.437,240.5777,241.6048,255.716,284.1763,310.7043,334.4091,355.4799
